标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
【早财经丨拜登宣布白宫数字团队任命；小米11起售价3999元，雷军回应“取消附送充电器”；钢琴家傅聪因新冠肺炎在英去世，享年86岁】1、当地时间12月28日，美国总统当选人拜登宣布白宫数字团队任命。该团队将主要负责通过线上平台向美国人民宣布政府最新动态。该团队由12位曾在拜登的总统竞选团队，过渡小组或成立委员会中有过工作经验的民主党人组成。这些工作人员将于1月20日拜登上任后进入白宫工作。2、12月28日晚，小米11正式发布，全球首发搭载骁龙888处理器，机身厚度8.06mm，拥有4600mAh电量。小米11手机起售价3999元，共有蓝、白、黑、烟紫色、卡其色5种颜色，搭载2K分辨率屏幕。雷军在发布会上回应“取消附送充电器”：消费者可以选择标准版和套装版（含充电器），二者定价均为3999元起。3、当地时间28日，据奥地利音乐频道消息，钢琴家傅聪因感染新冠病毒于当日在英国逝世，享年86岁。27日，傅聪被媒体报道确诊新冠肺炎。据悉，傅聪是著名钢琴家，有“钢琴诗人”美誉，为钢琴事业做出了巨大的贡献，其父亲是著名翻译家傅雷。（LX）更多早间新闻：http://t.cn/A6qYEtJ5 http://t.cn/A6qYEtJq,敏感,原创,2020/12/29 6:47, ,蓝V,江西,赣州,男,【早财经丨拜登宣布白宫数字团队任命；小米11起售价3999元，雷军回应“取消附送充电器”；钢琴家傅聪因新冠肺炎在英去世，享年86岁】1、当地时间12月28日，美国总统当选人拜登宣布白宫数字团队任命。该团队将主要负责通过线上平台向美国人民宣布政府最新动态。该团队由12位曾在拜登的总统竞选团队，过渡小组或成立委员会中有过工作经验的民主党人组成。这些工作人员将于1月20日拜登上任后进入白宫工作。2、12月28日晚，小米11正式发布，全球首发搭载骁龙888处理器，机身厚度8.06mm，拥有4600mAh电量。小米11手机起售价3999元，共有蓝、白、黑、烟紫色、卡其色5种颜色，搭载2K分辨率屏幕。雷军在发布会上回应“取消附送充电器”：消费者可以选择标准版和套装版（含充电器），二者定价均为3999元起。3、当地时间28日，据奥地利音乐频道消息，钢琴家傅聪因感染新冠病毒于当日在英国逝世，享年86岁。27日，傅聪被媒体报道确诊新冠肺炎。据悉，傅聪是著名钢琴家，有“钢琴诗人”美誉，为钢琴事业做出了巨大的贡献，其父亲是著名翻译家傅雷。（LX）更多早间新闻：http://t.cn/A6qYEtJ5 http://t.cn/A6qYEtJq,30814,71866,1,1,1, ,中性,其他, ,337b3d39aa3d32d4413db31ed8fa386d,772492179c36a9e0ffba13f7b9b23a95,,,,
1）元旦假期高速公路不免费，前一日15时将迎出程高峰。北京：春节留京保供家政服务员可获奖励。北京批捕假结婚买卖京牌指标67人。2）上海：办理健身卡将有七天“冷静期”。上海发出寒潮预警：郊区最低温可至零下8摄氏度。浙江发布强寒潮警报，31日至元旦最低温或达-7℃。广东怀阳高速开通，推进粤桂合作和珠江-西江经济带建设。3） 山西大同一企业发生人员疑似中毒事件造成3人死亡。西安28日一天开通三条地铁线，让游客游玩更为便捷。郑州市轨道交通10号线一期工程开始铺轨。4）海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。,非敏感,原创,2020/12/29 7:02, ,普通,广东,深圳,男,1）元旦假期高速公路不免费，前一日15时将迎出程高峰。北京：春节留京保供家政服务员可获奖励。北京批捕假结婚买卖京牌指标67人。2）上海：办理健身卡将有七天“冷静期”。上海发出寒潮预警：郊区最低温可至零下8摄氏度。浙江发布强寒潮警报，31日至元旦最低温或达-7℃。广东怀阳高速开通，推进粤桂合作和珠江-西江经济带建设。3） 山西大同一企业发生人员疑似中毒事件造成3人死亡。西安28日一天开通三条地铁线，让游客游玩更为便捷。郑州市轨道交通10号线一期工程开始铺轨。4）海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。,36696,4910,1,1,0, ,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/696e9dcdgy1gm4cqhdk17j20dw099jtz.jpg""]""",252771ebc4f5002021d05df733f509b5,6281b4356eff6a81bba0a8ae8e4a4d0d,,,,
转发微博 ,敏感,转发,2020/12/29 7:06,@926梁溪之声广播 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,普通,江苏,无锡,女,转发微博 【原微博】 @926梁溪之声广播 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,881,31665,0,0,0,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/886930aagy1gm3lval9nbj20ds13iahl.jpg""]""",2fb26e78ee31ab66388c0135c49c42bc,b4b8266ca3a5b73148f5b77c35a0181f,525946dc5704b2c59e53f3c7019ca512,388598852a3e0042c8832641aa2c15ef,525946dc5704b2c59e53f3c7019ca512,388598852a3e0042c8832641aa2c15ef
#再见2020##高速# 1）元旦假期高速公路不免费，前一日15时将迎出程高峰。北京：春节留京保供家政服务员可获奖励。北京批捕假结婚买卖京牌指标67人。2）上海：办理健身卡将有七天“冷静期”。上海发出寒潮预警：郊区最低温可至零下8摄氏度。浙江发布强寒潮警报，31日至元旦最低温或达-7℃。广东怀阳高速开通，推进粤桂合作和珠江-西江经济带建设。3） 山西大同一企业发生人员疑似中毒事件造成3人死亡。西安28日一天开通三条地铁线，让游客游玩更为便捷。郑州市轨道交通10号线一期工程开始铺轨。4）海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。,非敏感,原创,2020/12/29 7:33, ,普通,湖南, ,女,#再见2020##高速# 1）元旦假期高速公路不免费，前一日15时将迎出程高峰。北京：春节留京保供家政服务员可获奖励。北京批捕假结婚买卖京牌指标67人。2）上海：办理健身卡将有七天“冷静期”。上海发出寒潮预警：郊区最低温可至零下8摄氏度。浙江发布强寒潮警报，31日至元旦最低温或达-7℃。广东怀阳高速开通，推进粤桂合作和珠江-西江经济带建设。3） 山西大同一企业发生人员疑似中毒事件造成3人死亡。西安28日一天开通三条地铁线，让游客游玩更为便捷。郑州市轨道交通10号线一期工程开始铺轨。4）海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。,1,70,0,0,0,再见2020;高速,中性,其他, ,0ee3bee7280bfeb96b78c494580832c1,930d77bf0447748463773a1dab19fed2,,,,
发布了头条文章：《海南生活垃圾迎来全焚烧时代！全省填埋场一律停止接收生活垃圾》  http://t.cn/A6qY1FLP ??,敏感,原创,2020/12/29 8:48, ,蓝V,海南,三亚,男,发布了头条文章：《海南生活垃圾迎来全焚烧时代！全省填埋场一律停止接收生活垃圾》  http://t.cn/A6qY1FLP ??,390,3562,0,0,0, ,中性,"海南省,海南", ,e8d7c1cfe2fb2fef631fab2f1993afe3,5acc5f4ece08a7b916f1f378dd3b4f8f,,,,
#海南建设自贸港# 【海南进入生活垃圾全焚烧时代 日处理能力超万吨】12月28日，伴随着海口生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，海南省“十三五”期间规划建设的垃圾焚烧发电项目全部投入运营。至此，海南省生活垃圾迎来全焚烧时代，生活垃圾焚烧处理能力达11575吨/日。(记者 王子谦)详戳：http://t.cn/A6qYB0er,敏感,原创,2020/12/29 9:00, ,蓝V,海南,海口,男,#海南建设自贸港# 【海南进入生活垃圾全焚烧时代 日处理能力超万吨】12月28日，伴随着海口生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，海南省“十三五”期间规划建设的垃圾焚烧发电项目全部投入运营。至此，海南省生活垃圾迎来全焚烧时代，生活垃圾焚烧处理能力达11575吨/日。(记者 王子谦)详戳：http://t.cn/A6qYB0er,342257,32620,0,0,0,海南建设自贸港,中性,"海南省,海南,文昌市,琼海市,海口,海口市","[http://wx1.sinaimg.cn/bmiddle/a7afc237gy1gm4f241i6gj20fa0bhdgm.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/a7afc237gy1gm4f241uklj20fa0bh75n.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/a7afc237gy1gm4f242e2cj20fa0bhjs8.jpg""]""",2970d6bdb5c0a5b894f3eb5378b906d8,f5ee1fc29685d280adf2d81f4098f352,,,,
12月29日 周二 早安 美好的一天从心开始1、发改委：对即将到来的寒冷天气，已提前做好准备，制定了周密的煤炭保供应急预案。全力组织增产增供，指导山西、陕西、内蒙等煤炭主产区和重点煤炭企业，在确保安全的前提下，加快产能释放，千方百计满足用煤需求。根据供需形势适当增加煤炭进口，优先用于发电供暖用煤需要，充分发挥好进口煤补充调节作用。2、文旅部：明确继续暂不恢复旅行社及在线旅游企业出入境团队旅游及“机票+酒店”业务；继续执行“75%”政策，即景区接待游客量不超过最大承载量的75%，剧院等演出场所观众人数不超过座位数的75%，上网服务场所、歌舞娱乐场所、游艺娱乐场所接纳消费者人数不超过核定人数的75%。3、21世纪：在对融资租赁、商业保理等“类金融”企业清理整顿后，“类金融”名单制监管正式开启，多省份正式公布融资租赁、商业保理等企业纳入监管名单。湖北、山东分别公布21家、29家融资租赁第一批监管名单；另外分别公布8家、33家商业保理企业监管名单。4、证券时报：海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。5、中国科学报：因人乳头状瘤病毒疫苗（HPV疫苗）接种率低等原因，我国每年有超过5万名女性因宫颈癌失去生命。近日，在由北京大学社会化媒体研究中心在线举办的“HPV疫苗与宫颈癌防控”研讨会上，与会专家建议，应尽快将HPV疫苗纳入免疫规划，保障我国妇女健康，早日实现在全国范围内消除宫颈癌的承诺。6、Counterpoint：今年全球手提电脑市场出货总量创下历史新高，预估全年将以9％的年增幅，达1.73亿部。今年的全球手提电脑销售总额更超过1320亿美元，并预期需求增长趋势至2023年才将放缓。7、新华网：近期，国内外优质影片纷纷上映，贺岁与春节双档中优质片单供给丰富。业内称，行业出清加速，利于单银幕产出拐点的到来。此外，预计今年全年影片总票房有望达到200亿元左右，明年影视板块相关公司的业绩有望在今年低基数下实现反弹。行业竞争格局上，头部影投和院线公司的市占率提升明显。8、轻工业信息中心：1-11月，全国机制纸及纸板产量11508.0 万吨，同比增长0.5%。11月当月，全国机制纸及纸板产量1182.8 万吨，同比增长8.0%。9、医保局：目前，《国家基本医疗保险、工伤保险和生育保险药品目录(2020年)》调整工作已全面完成。此次医保目录调整共计704种符合条件的目录外药品通过申报环节。经过谈判，共119种谈判成功，其中目录外谈判成功96种，目录内23种，谈判总成功率73.46%，谈判成功的药品平均降价50.64%。10、同程旅行、墨迹天气：元旦期间，国内机票平均票价较去年同期降超15%；酒店预订最为热门的城市为广州，北京、西安为全国酒店预订热门目的地第二、三名。赏冰雪和追暖阳成为最受欢迎的两大旅行主题，值得一提的是，丁真的家乡四川甘孜州，既可赏雪，还可泡温泉，受到不少人的青睐。,非敏感,原创,2020/12/29 9:07, ,普通,贵州,贵阳,男,12月29日 周二 早安 美好的一天从心开始1、发改委：对即将到来的寒冷天气，已提前做好准备，制定了周密的煤炭保供应急预案。全力组织增产增供，指导山西、陕西、内蒙等煤炭主产区和重点煤炭企业，在确保安全的前提下，加快产能释放，千方百计满足用煤需求。根据供需形势适当增加煤炭进口，优先用于发电供暖用煤需要，充分发挥好进口煤补充调节作用。2、文旅部：明确继续暂不恢复旅行社及在线旅游企业出入境团队旅游及“机票+酒店”业务；继续执行“75%”政策，即景区接待游客量不超过最大承载量的75%，剧院等演出场所观众人数不超过座位数的75%，上网服务场所、歌舞娱乐场所、游艺娱乐场所接纳消费者人数不超过核定人数的75%。3、21世纪：在对融资租赁、商业保理等“类金融”企业清理整顿后，“类金融”名单制监管正式开启，多省份正式公布融资租赁、商业保理等企业纳入监管名单。湖北、山东分别公布21家、29家融资租赁第一批监管名单；另外分别公布8家、33家商业保理企业监管名单。4、证券时报：海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。5、中国科学报：因人乳头状瘤病毒疫苗（HPV疫苗）接种率低等原因，我国每年有超过5万名女性因宫颈癌失去生命。近日，在由北京大学社会化媒体研究中心在线举办的“HPV疫苗与宫颈癌防控”研讨会上，与会专家建议，应尽快将HPV疫苗纳入免疫规划，保障我国妇女健康，早日实现在全国范围内消除宫颈癌的承诺。6、Counterpoint：今年全球手提电脑市场出货总量创下历史新高，预估全年将以9％的年增幅，达1.73亿部。今年的全球手提电脑销售总额更超过1320亿美元，并预期需求增长趋势至2023年才将放缓。7、新华网：近期，国内外优质影片纷纷上映，贺岁与春节双档中优质片单供给丰富。业内称，行业出清加速，利于单银幕产出拐点的到来。此外，预计今年全年影片总票房有望达到200亿元左右，明年影视板块相关公司的业绩有望在今年低基数下实现反弹。行业竞争格局上，头部影投和院线公司的市占率提升明显。8、轻工业信息中心：1-11月，全国机制纸及纸板产量11508.0 万吨，同比增长0.5%。11月当月，全国机制纸及纸板产量1182.8 万吨，同比增长8.0%。9、医保局：目前，《国家基本医疗保险、工伤保险和生育保险药品目录(2020年)》调整工作已全面完成。此次医保目录调整共计704种符合条件的目录外药品通过申报环节。经过谈判，共119种谈判成功，其中目录外谈判成功96种，目录内23种，谈判总成功率73.46%，谈判成功的药品平均降价50.64%。10、同程旅行、墨迹天气：元旦期间，国内机票平均票价较去年同期降超15%；酒店预订最为热门的城市为广州，北京、西安为全国酒店预订热门目的地第二、三名。赏冰雪和追暖阳成为最受欢迎的两大旅行主题，值得一提的是，丁真的家乡四川甘孜州，既可赏雪，还可泡温泉，受到不少人的青睐。,0,33,0,1,0, ,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx3.sinaimg.cn/bmiddle/006utwzwgy1gm4gc87poqj308c08caag.jpg""]""",0947a279eb52bda9f68e757f3a9fd8df,e7b1d75973284957e7c72b30bacb212a,,,,
12月29日 周二 早安 美好的一天从心开始1、发改委：对即将到来的寒冷天气，已提前做好准备，制定了周密的煤炭保供应急预案。全力组织增产增供，指导山西、陕西、内蒙等煤炭主产区和重点煤炭企业，在确保安全的前提下，加快产能释放，千方百计满足用煤需求。根据供需形势适当增加煤炭进口，优先用于发电供暖用煤需要，充分发挥好进口煤补充调节作用。2、文旅部：明确继续暂不恢复旅行社及在线旅游企业出入境团队旅游及“机票+酒店”业务；继续执行“75%”政策，即景区接待游客量不超过最大承载量的75%，剧院等演出场所观众人数不超过座位数的75%，上网服务场所、歌舞娱乐场所、游艺娱乐场所接纳消费者人数不超过核定人数的75%。3、21世纪：在对融资租赁、商业保理等“类金融”企业清理整顿后，“类金融”名单制监管正式开启，多省份正式公布融资租赁、商业保理等企业纳入监管名单。湖北、山东分别公布21家、29家融资租赁第一批监管名单；另外分别公布8家、33家商业保理企业监管名单。4、证券时报：海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。5、中国科学报：因人乳头状瘤病毒疫苗（HPV疫苗）接种率低等原因，我国每年有超过5万名女性因宫颈癌失去生命。近日，在由北京大学社会化媒体研究中心在线举办的“HPV疫苗与宫颈癌防控”研讨会上，与会专家建议，应尽快将HPV疫苗纳入免疫规划，保障我国妇女健康，早日实现在全国范围内消除宫颈癌的承诺。6、Counterpoint：今年全球手提电脑市场出货总量创下历史新高，预估全年将以9％的年增幅，达1.73亿部。今年的全球手提电脑销售总额更超过1320亿美元，并预期需求增长趋势至2023年才将放缓。7、新华网：近期，国内外优质影片纷纷上映，贺岁与春节双档中优质片单供给丰富。业内称，行业出清加速，利于单银幕产出拐点的到来。此外，预计今年全年影片总票房有望达到200亿元左右，明年影视板块相关公司的业绩有望在今年低基数下实现反弹。行业竞争格局上，头部影投和院线公司的市占率提升明显。8、轻工业信息中心：1-11月，全国机制纸及纸板产量11508.0 万吨，同比增长0.5%。11月当月，全国机制纸及纸板产量1182.8 万吨，同比增长8.0%。9、医保局：目前，《国家基本医疗保险、工伤保险和生育保险药品目录(2020年)》调整工作已全面完成。此次医保目录调整共计704种符合条件的目录外药品通过申报环节。经过谈判，共119种谈判成功，其中目录外谈判成功96种，目录内23种，谈判总成功率73.46%，谈判成功的药品平均降价50.64%。10、同程旅行、墨迹天气：元旦期间，国内机票平均票价较去年同期降超15%；酒店预订最为热门的城市为广州，北京、西安为全国酒店预订热门目的地第二、三名。赏冰雪和追暖阳成为最受欢迎的两大旅行主题，值得一提的是，丁真的家乡四川甘孜州，既可赏雪，还可泡温泉，受到不少人的青睐。,非敏感,原创,2020/12/29 9:08, ,普通,贵州,贵阳,男,12月29日 周二 早安 美好的一天从心开始1、发改委：对即将到来的寒冷天气，已提前做好准备，制定了周密的煤炭保供应急预案。全力组织增产增供，指导山西、陕西、内蒙等煤炭主产区和重点煤炭企业，在确保安全的前提下，加快产能释放，千方百计满足用煤需求。根据供需形势适当增加煤炭进口，优先用于发电供暖用煤需要，充分发挥好进口煤补充调节作用。2、文旅部：明确继续暂不恢复旅行社及在线旅游企业出入境团队旅游及“机票+酒店”业务；继续执行“75%”政策，即景区接待游客量不超过最大承载量的75%，剧院等演出场所观众人数不超过座位数的75%，上网服务场所、歌舞娱乐场所、游艺娱乐场所接纳消费者人数不超过核定人数的75%。3、21世纪：在对融资租赁、商业保理等“类金融”企业清理整顿后，“类金融”名单制监管正式开启，多省份正式公布融资租赁、商业保理等企业纳入监管名单。湖北、山东分别公布21家、29家融资租赁第一批监管名单；另外分别公布8家、33家商业保理企业监管名单。4、证券时报：海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。5、中国科学报：因人乳头状瘤病毒疫苗（HPV疫苗）接种率低等原因，我国每年有超过5万名女性因宫颈癌失去生命。近日，在由北京大学社会化媒体研究中心在线举办的“HPV疫苗与宫颈癌防控”研讨会上，与会专家建议，应尽快将HPV疫苗纳入免疫规划，保障我国妇女健康，早日实现在全国范围内消除宫颈癌的承诺。6、Counterpoint：今年全球手提电脑市场出货总量创下历史新高，预估全年将以9％的年增幅，达1.73亿部。今年的全球手提电脑销售总额更超过1320亿美元，并预期需求增长趋势至2023年才将放缓。7、新华网：近期，国内外优质影片纷纷上映，贺岁与春节双档中优质片单供给丰富。业内称，行业出清加速，利于单银幕产出拐点的到来。此外，预计今年全年影片总票房有望达到200亿元左右，明年影视板块相关公司的业绩有望在今年低基数下实现反弹。行业竞争格局上，头部影投和院线公司的市占率提升明显。8、轻工业信息中心：1-11月，全国机制纸及纸板产量11508.0 万吨，同比增长0.5%。11月当月，全国机制纸及纸板产量1182.8 万吨，同比增长8.0%。9、医保局：目前，《国家基本医疗保险、工伤保险和生育保险药品目录(2020年)》调整工作已全面完成。此次医保目录调整共计704种符合条件的目录外药品通过申报环节。经过谈判，共119种谈判成功，其中目录外谈判成功96种，目录内23种，谈判总成功率73.46%，谈判成功的药品平均降价50.64%。10、同程旅行、墨迹天气：元旦期间，国内机票平均票价较去年同期降超15%；酒店预订最为热门的城市为广州，北京、西安为全国酒店预订热门目的地第二、三名。赏冰雪和追暖阳成为最受欢迎的两大旅行主题，值得一提的是，丁真的家乡四川甘孜州，既可赏雪，还可泡温泉，受到不少人的青睐。,57,59,0,0,0, ,喜悦,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx4.sinaimg.cn/bmiddle/005IdDnIgy1gm4gdjpmmij308c08caag.jpg""]""",b9ebe729883000508c9b981b7713da30,db68110624fab22d623e8062594072e3,,,,
【不再填埋！海南生活垃圾迎来全焚烧时代】12月28日，伴随着海口生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目，琼海市生活垃圾焚烧发电二期项目同时运营，意味着海南省“十三五”期间规划建设的焚烧发电项目全部投入运营。至此，海南全省生活垃圾焚烧处理能力达11575吨/日，处理能力首次超过全省生活垃圾产生量。海南生活垃圾迎来全焚烧时代。（记者 林文星 文/图） http://t.cn/A6qTPN2k,敏感,原创,2020/12/29 11:34, ,蓝V,海南,陵水黎族自治县,男,【不再填埋！海南生活垃圾迎来全焚烧时代】12月28日，伴随着海口生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目，琼海市生活垃圾焚烧发电二期项目同时运营，意味着海南省“十三五”期间规划建设的焚烧发电项目全部投入运营。至此，海南全省生活垃圾焚烧处理能力达11575吨/日，处理能力首次超过全省生活垃圾产生量。海南生活垃圾迎来全焚烧时代。（记者 林文星 文/图） http://t.cn/A6qTPN2k,358662,47571,2,0,0, ,中性,"海南省,海南,文昌市,琼海市,海口,海口市", ,48e4e945677e1d3efecbb5a7ded4cee8,3a089af43b90295aa8cefa2382be72cc,,,,
海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。 ??,非敏感,原创,2020/12/29 23:23, ,橙V,浙江,杭州,男,海南生活垃圾进入全焚烧时代。白山海关正式开关运行，服务吉林对外开放。内蒙古鄂温克草原举行骆驼选美。 ??,1102546,26879,0,0,0, ,中性,"吉林省,吉林", ,593e34f21a589044c8eb1d6729b3ee9d,93eaf718244bb2c00ee4ab1e3af39851,,,,
【#电百早知道#】 1分钟了解行业资讯12月30日（星期三）  农历十一月十六———————————————————【头条】    国家发改委：各地执行有序用电预案不能涉及居民。    针对新一轮寒潮来袭，国家发展改革委经济运行调节局主要负责人表示，预计全国用电需求还将攀升，将全力做好电力供应保障。坚守民生底线，确保居民和公共服务等民生用电。各地执行有序用电预案，保证不能涉及民生领域，不能涉及居民。【资讯】1.江苏十四五建议：加快支撑性电源、电力输送等重大能源项目建设。2.海南生活垃圾进入全焚烧时代。3.内蒙古全区50.46％的国土不再新上风电项目。4.大唐发电将连城发电92.53%股权转让给大唐甘肃公司。5.国家能源集团府谷电厂3号机组顺利通过168满负荷试运行。6.IEA报告：全球电力需求明年将小幅反弹。【科技】    2020年度电力创新大会在京召开    “多端柔性直流配电网技术研究及工程应用”等11项成果获2020年度电力科技创新奖大奖。“电力工程金属材料大气腐蚀在线检测与动态评价技术及应用”等129项成果获2020年度电力科技创新奖一等奖。【资源】电子书：《AutoCAD2014电力绘图》http://t.cn/A6qHJA3J【名言】无论明天发生什么，把握好今天。——电影《一天》———————————————————来源：新浪财经、国家发改委、中国能源网等小编：电百网-小百,非敏感,原创,2020/12/30 7:30, ,普通,北京, ,男,【#电百早知道#】 1分钟了解行业资讯12月30日（星期三）  农历十一月十六———————————————————【头条】    国家发改委：各地执行有序用电预案不能涉及居民。    针对新一轮寒潮来袭，国家发展改革委经济运行调节局主要负责人表示，预计全国用电需求还将攀升，将全力做好电力供应保障。坚守民生底线，确保居民和公共服务等民生用电。各地执行有序用电预案，保证不能涉及民生领域，不能涉及居民。【资讯】1.江苏十四五建议：加快支撑性电源、电力输送等重大能源项目建设。2.海南生活垃圾进入全焚烧时代。3.内蒙古全区50.46％的国土不再新上风电项目。4.大唐发电将连城发电92.53%股权转让给大唐甘肃公司。5.国家能源集团府谷电厂3号机组顺利通过168满负荷试运行。6.IEA报告：全球电力需求明年将小幅反弹。【科技】    2020年度电力创新大会在京召开    “多端柔性直流配电网技术研究及工程应用”等11项成果获2020年度电力科技创新奖大奖。“电力工程金属材料大气腐蚀在线检测与动态评价技术及应用”等129项成果获2020年度电力科技创新奖一等奖。【资源】电子书：《AutoCAD2014电力绘图》http://t.cn/A6qHJA3J【名言】无论明天发生什么，把握好今天。——电影《一天》———————————————————来源：新浪财经、国家发改委、中国能源网等小编：电百网-小百,10,174,0,0,0,电百早知道,中性,其他, ,b1647509cd18798f2d6a59cb3981ac13,a7a17e231230663f567b188ac958b907,,,,
海南生活垃圾进入全焚烧时代--人民网环保频道--人民网 http://t.cn/A6qHrxkK （分享自 @人民网） ??,敏感,原创,2020/12/30 14:27, ,普通,广西,桂林,男,海南生活垃圾进入全焚烧时代--人民网环保频道--人民网 http://t.cn/A6qHrxkK （分享自 @人民网） ??,152,27115,0,0,0, ,中性,"海南省,海南", ,b82ef1e11ddacdc1ec52833464781595,2c125ad77753df3ebc8e36d248ae6d5a,,,,
海南生活垃圾进入全焚烧时代 16座填埋场停止接收生活垃圾  http://t.cn/A6qQwZzc ??,敏感,原创,2020/12/30 17:31, ,普通,湖北, ,女,海南生活垃圾进入全焚烧时代 16座填埋场停止接收生活垃圾  http://t.cn/A6qQwZzc ??,57,7044,0,0,0, ,中性,"海南省,海南", ,a85207fd7624c6fc4953937fb0d74820,c13f097e736443beca387d0a7f34a7eb,,,,
